name,response,prompt
Pepper Potts, Call for a press conference?, ...is not what you think. I want you to call for a press conference now.
Tony, Yeah., Call for a press conference?
Pepper Potts, What on earth for?, Yeah.
Tony," Hogan, drive. Cheeseburger first.", What on earth for?
Obadiah Stane, Look at this! Tony. We were going to meet at the hospital.," Hogan, drive. Cheeseburger first."
Tony," No, I'm fine.", Look at this! Tony. We were going to meet at the hospital.
Obadiah Stane," Look at you! You had to have a burger, yeah?"," No, I'm fine."
Tony," Well, come on."," Look at you! You had to have a burger, yeah?"
Obadiah Stane, You get me one of those?," Well, come on."
Tony, There's only one left. I need it., You get me one of those?
Obadiah Stane," Hey, look who's here! Yeah!", There's only one left. I need it.
Agent Coulson, Miss Potts?," Hey, look who's here! Yeah!"
Pepper Potts, Yes., Miss Potts?
Agent Coulson, Can I speak to you for a moment?, Yes.
Pepper Potts," I'm not part of the press conference, but it's about to begin right now.", Can I speak to you for a moment?
Agent Coulson," I'm not a reporter. I'm Agent Phil Coulson, with the Strategic Homeland Intervention, Enforcement and Logistics Division."," I'm not part of the press conference, but it's about to begin right now."
Pepper Potts, That's quite a mouthful.," I'm not a reporter. I'm Agent Phil Coulson, with the Strategic Homeland Intervention, Enforcement and Logistics Division."
Agent Coulson, I know. We're working on it., That's quite a mouthful.
Pepper Potts," You know, we've been approached already by the DOD, the FBI, the CIA...", I know. We're working on it.
Agent Coulson, We're a separate division with a more specific focus. We need to debrief Mr. Stark about the circumstances of his escape.," You know, we've been approached already by the DOD, the FBI, the CIA..."
Pepper Potts," I'll put something in the book, shall I?", We're a separate division with a more specific focus. We need to debrief Mr. Stark about the circumstances of his escape.
Agent Coulson, Thank you.," I'll put something in the book, shall I?"
Obadiah Stane," Well, let's get this started, uh...", Thank you.
Tony," Hey, would it be all right if everyone sat down?  Why don't you just sit down? That way you can see me, and I can... A little less formal and... "," Well, let's get this started, uh..."
James Rhodes, What's up with the love-in?," Hey, would it be all right if everyone sat down?  Why don't you just sit down? That way you can see me, and I can... A little less formal and... "
Pepper Potts, Don't look at me. I don't know what he's up to., What's up with the love-in?
Tony, Good to see you., Don't look at me. I don't know what he's up to.
Obadiah Stane, Good to see you., Good to see you.
Tony," I never got to say goodbye to Dad. I never got to say goodbye to my father. There's questions that I would have asked him. I would have asked him how he felt about what this company did. If he was conflicted, if he ever had doubts. Or maybe he was every inch the man we all remember from the newsreels. I saw young Americans killed by the very weapons I created to defend them and protect them. And I saw that I had become part of a system that is comfortable with zero accountability.", Good to see you.
Reporters, Mr. Stark!," I never got to say goodbye to Dad. I never got to say goodbye to my father. There's questions that I would have asked him. I would have asked him how he felt about what this company did. If he was conflicted, if he ever had doubts. Or maybe he was every inch the man we all remember from the newsreels. I saw young Americans killed by the very weapons I created to defend them and protect them. And I saw that I had become part of a system that is comfortable with zero accountability."
Tony," Hey, Ben.", Mr. Stark!
Tony," I had my eyes opened.  I came to realize that I have more to offer this world than just making things that blow up. And that is why, effective immediately, I am shutting down the weapons manufacturing division of Stark International  until such a time as I can decide what the future of the company will be.",<<NO PROMPT>>
Obadiah Stane, I think we're gonna be selling a lot of newspapers. ," I had my eyes opened.  I came to realize that I have more to offer this world than just making things that blow up. And that is why, effective immediately, I am shutting down the weapons manufacturing division of Stark International  until such a time as I can decide what the future of the company will be."
Tony," What direction it should take, one that I'm comfortable with and is consistent with the highest good for this country, as well. ", I think we're gonna be selling a lot of newspapers. 
Obadiah Stane, What we should take away from this is that Tony's back! And he's healthier than ever. We're going to have a little internal discussion and we'll get back to you with the follow-up.  Where is he?," What direction it should take, one that I'm comfortable with and is consistent with the highest good for this country, as well. "
Happy, He's inside., What we should take away from this is that Tony's back! And he's healthier than ever. We're going to have a little internal discussion and we'll get back to you with the follow-up.  Where is he?
Obadiah Stane," Well, that..uh... That went well.", He's inside.
Tony, Did I just paint a target on the back of my head?," Well, that..uh... That went well."
Obadiah Stane, Your head? What about my head? What do you think the over-under on the stock drop is gonna be tomorrow?, Did I just paint a target on the back of my head?
Tony," Uh, optimistically, 40 points.", Your head? What about my head? What do you think the over-under on the stock drop is gonna be tomorrow?
Obadiah Stane, At minimum.," Uh, optimistically, 40 points."
Tony, Yep., At minimum.
Obadiah Stane," Tony, we're a weapons manufacturer.", Yep.
Tony," Obie, I just don't want a body count to be our only legacy."," Tony, we're a weapons manufacturer."
Obadiah Stane, That's what we do. We're iron mongers. We make weapons.," Obie, I just don't want a body count to be our only legacy."
Tony, It's my name on the side of the building., That's what we do. We're iron mongers. We make weapons.
Obadiah Stane, And what we do keeps the world from falling into chaos., It's my name on the side of the building.
Tony, Not based on what I saw. We're not doing a good enough job. We can do better. We're gonna do something else., And what we do keeps the world from falling into chaos.
Obadiah Stane, Like what? You want us to make baby bottles?, Not based on what I saw. We're not doing a good enough job. We can do better. We're gonna do something else.
Tony, I think we should take another look into arc reactor technology., Like what? You want us to make baby bottles?
Obadiah Stane," Ah, come on. The arc reactor, that's a publicity stunt! Tony, come on. We built that thing to shut the hippies up.", I think we should take another look into arc reactor technology.
Tony, It works.," Ah, come on. The arc reactor, that's a publicity stunt! Tony, come on. We built that thing to shut the hippies up."
Obadiah Stane," Yeah, as a science project. The arc was never cost effective. We knew that before we built it. Arc reactor technology, that's a dead end, right?", It works.
Tony, Maybe.," Yeah, as a science project. The arc was never cost effective. We knew that before we built it. Arc reactor technology, that's a dead end, right?"
Obadiah Stane, Huh? Am I right? We haven't had a breakthrough in that in what? Thirty years., Maybe.
Tony," That's what they say. Could you have a lousier poker face? Just tell me, who told you?", Huh? Am I right? We haven't had a breakthrough in that in what? Thirty years.
Obadiah Stane, Never mind who told me. Show me.," That's what they say. Could you have a lousier poker face? Just tell me, who told you?"
Tony, It's Rhodey or Pepper., Never mind who told me. Show me.
Obadiah Stane, I want to see it., It's Rhodey or Pepper.
Tony," Okay, Rhodey. ", I want to see it.
Obadiah Stane, Okay. ," Okay, Rhodey. "
Tony, Okay? It works., Okay. 
Obadiah Stane," Listen to me, Tony. We're a team. Do you understand? There's nothing we can't do if we stick together, like your father and I.", Okay? It works.
Tony," I'm sorry I didn't give you a heads-up, okay? But if I had..."," Listen to me, Tony. We're a team. Do you understand? There's nothing we can't do if we stick together, like your father and I."
Obadiah Stane," Tony. Tony, no more of this ""ready, fire, aim"" business. You understand me?"," I'm sorry I didn't give you a heads-up, okay? But if I had..."
Tony, That was Dad's line.," Tony. Tony, no more of this ""ready, fire, aim"" business. You understand me?"
Obadiah Stane, You gotta let me handle this. We're gonna have to play a whole different kind of ball now. We're going to have to take a lot of heat. I want you to promise me that you're gonna lay low., That was Dad's line.
