name,line
JARVIS, Shall I store this on the Stark Industries Central Database?
Tony," Actually, I don't know who to trust right now. Till further notice, why don't we just keep everything on my private server?"
JARVIS," Working on a secret project, are we, sir?"
Tony," I don't want this winding up in the wrong hands. Maybe in mine, it can actually do some good."
Tony," Next. Up. Not in the boot, Dummy. Right here. You got me? Stay put. Nice. You're of no benefit at all. Move down to the toe. I got this. Okay, I'm sorry, am I in your way? Up. Screw it. Don't even move. You are a tragedy."
Tony," Okay, let's do this right. Start mark, half a meter, and back and center. Dummy, look alive. You're on standby for fire safety. You, roll it. Okay. Activate hand controls. We're gonna start off nice and easy. We're gonna see if 10% thrust capacity achieves lift. And three, two, one."
Tony," Up two. All right, set that."
Pepper Potts, I've been buzzing you. Did you hear the intercom?
Tony," Yeah, everything's... What? [Still distracted with the flight stabilizer.]"
Pepper Potts, Obadiah's upstairs.
Tony, Great!
Pepper Potts, What would you like me to tell him?
Tony, Great. I'll be right up.
Pepper Potts, Okay. I thought you said you were done making weapons.
Tony," It is. This is a flight stabilizer. It's completely harmless. [The stabilizer shoots, flinging Tony backwards and scaring Pepper.] I didn't expect that. [Tony then comes up stairs to find Obadiah playing the piano and Pepper working on the couch.] How'd it go? It went that bad, huh?"
Obadiah Stane, Just because I brought pizza back from New York doesn't mean it went bad. [Still playing the piano.]
Tony," Sure doesn't. Oh, boy."
Obadiah Stane, It would have gone better if you were there.
Tony," Uh-huh. You told me to lay low. That's what I've been doing. I lay low, and you take care of all..."
Obadiah Stane," Hey, come on. In public. The press. [Comes over to sit next to Tony.] This was a board of directors meeting."
Tony, This was a board of directors meeting?
Obadiah Stane, The board is claiming you have post-traumatic stress. They're filing an injunction.
Tony, A what?
Obadiah Stane, They want to lock you out.
Tony," Why, 'cause the stocks dipped 40 points? We knew that was gonna happen."
Pepper Potts, Fifty-six and a half.
Tony, It doesn't matter. We own the controlling interest in the company.
Obadiah Stane," Tony, the board has rights, too. They're making the case that you and your new direction isn't in the company's best interest."
Tony," I'm being responsible! That's a new direction for me, for the company. I mean, me on the company's behalf being responsible for the way that... This is great. [Tony stands up, taking the pizza box with him. Obadiah follows.]"
Obadiah Stane," Oh, come on. Tony. Tony."
Tony, I'll be in the shop.
Obadiah Stane," Hey, hey! Hey, Tony. Listen. I'm trying to turn this thing around, but you gotta give me something. Something to pitch them. Let me have the engineers analyze that. You know, draw up some specs."
Tony," No. No, absolutely not."
Obadiah Stane, It'll give me a bone to throw the boys in New York!
Tony," This one stays with me. That's it, Obie. Forget it."
Obadiah Stane," All right, well, this stays with me, then. [Obadiah takes the pizza box back.] Go on, here, you can have a piece. Take two."
Tony, Thank you.
Obadiah Stane, You mind if I come down there and see what you're doing?
Tony," Good night, Obie. [Tony heads back down to his workshop]"
Tony," [running another flight test, this time wearing the boots and hand flight stabilizers] Day 11, test 37, configuration 2.0. For lack of a better option, Dummy is still on fire safety. If you douse me again, and I'm not on fire, I'm donating you to a city college. All right, nice and easy. Seriously, just gonna start off with 1% thrust capacity. And three, two, one. [Lifts off the ground and hovers for a bit before landing.] Okay. Please don't follow me around with it, either, 'cause I feel like I'm gonna catch on fire spontaneously. Just stand down! If something happens, then come in. And again, let's bring it up to 2.5. Three, two, one. [Lifts off the ground with less control and starts hovering all over the workshop.] Okay, this is where I don't want to be! Not the car, not the car! Table! Could be worse! Could be worse! We're fine! Okay. [Lands where he started. Dummy goes to use the fire extinguisher.] No! Uh-uh! Uh-uh! Yeah, I can fly."
Tony," JARVIS, are you there?"
JARVIS," At your service, sir."
Tony, Engage heads-up display.
JARVIS, Check.
Tony, Import all preferences from home interface.
JARVIS," Will do, sir."
Tony," All right, what do you say?"
JARVIS," I have indeed been uploaded, sir. We're online and ready."
Tony, Can we start the virtual walk-around?
JARVIS, Importing preferences and calibrating virtual environment.
Tony, Do a check on control surfaces
JARVIS, As you wish. [The full suit is shown.] Test complete. Preparing to power down and begin diagnostics.
Tony," Uh, yeah. Tell you what. Do a weather and ATC check. Start listening in on ground control."
JARVIS," Sir, there are still terabytes of calculations needed before an actual flight is..."
Tony," JARVIS! Sometimes you got to run before you can walk. Ready? In three, two, one. [Begins hovering and flies out of the garage into the sky.] Handles like a dream. All right, let's see what this thing can do. What's SR-71's record?"
JARVIS," The altitude record for fixed wing flight is 85,000 feet, sir."
Tony, Records are made to be broken! Come on! [Begins flying straight up.]
JARVIS," Sir, there is a potentially fatal buildup of ice occurring."
Tony," Keep going! Higher! [Ice builds up around the suit, causing it to stop working and him to start flying from the sky.] We iced up, JARVIS! Deploy flaps! JARVIS! Come on, we got to break the ice!"
Tony, Kill power.
Tony, Notes. Main transducer feels sluggish at plus 40 altitude. Hull pressurization is problematic. I'm thinking icing is the probable factor.
JARVIS," A very astute observation, sir. Perhaps, if you intend to visit other planets, we should improve the exosystems."
Tony, Connect to the sys. co. Have it reconfigure the shell metals. Use the gold titanium alloy from the seraphim tactical satellite. That should ensure a fuselage integrity while maintaining power-to-weight ratio. Got it?
JARVIS, Yes. Shall I render using proposed specifications?
Tony, Thrill me.
TV Reporter," Tonight's red-hot red carpet is right here at the Disney Concert Hall, where Tony's third annual benefit for the Firefighter's Family Fund has become the place to be for L.A.'s high society."
Tony," JARVIS, we get an invite for that?"
JARVIS," I have no record of an invitation, sir."
TV Reporter," ... hasn't been seen in public since his bizarre and highly controversial press conference. Some claim he's suffering from post traumatic stress and has been bedridden for weeks. Whatever the case may be, no one expects an appearance from him tonight."
JARVIS, The render is complete.
Tony," A little ostentatious, don't you think?"
JARVIS, What was I thinking? You're usually so discreet.
Tony, Tell you what. Throw a little hot-rod red in there.
JARVIS," Yes, that should help you keep a low profile. The render is complete."
Tony," Hey, I like it. Fabricate it. Paint it."
JARVIS, Commencing automated assembly. Estimated completion time is five hours.
Tony," Don't wait up for me, honey."
Obadiah Stane," Weapons manufacturing is only one small part of what Stark Industries is all about, and our partnership with the fire and rescue community..."
Random Woman," Hey, Tony, remember me?"
Tony," Sure don't. You look great, Hef."
Obadiah Stane, We're going to have a great quarter.
Tony, What's the world coming to when a guy's got to crash his own party?
Obadiah Stane," Look at you. Hey, what a surprise."
Tony, I'll see you inside.
Obadiah Stane," Hey. Listen, take it slow, all right? I think I got the board right where we want them"
Tony, You got it. Just cabin fever. I'll just be a minute. Give me a Scotch. I'm starving.
Agent Coulson, Mr. Stark?
Tony, Yeah?
Agent Coulson, Agent Coulson.
Tony," Oh, yeah, yeah, yeah. The guy from the.."
Agent Coulson," Strategic Homeland Intervention, Enforcement and Logistics Division."
Tony," God, you need a new name for that."
Agent Coulson," Yeah, I hear that a lot. Listen, I know this must be a trying time for you, but we need to debrief you. There's still a lot of unanswered questions, and time can be a factor with these things."
Tony, Let's just put something on the books.
Agent Coulson, How about the 24th at 7:00 p.m. at Stark Industries?
Tony," Tell you what. You got it. You're absolutely right. Well, I'm going to go to my assistant, and we'll make a date. You look fantastic! I didn't recognize you."
Pepper Potts, What are you doing here?
Tony, Just avoiding government agents.
Pepper Potts, Are you by yourself?
Tony, Yes. Where'd you get that dress?
Pepper Potts," Oh, it was a birthday present."
Tony, That's great.
Pepper Potts," From you, actually."
Tony," Well, I got great taste."
Pepper Potts, Yes.
Tony, You want to dance?
Pepper Potts," Oh, no."
Tony," All right, come on."
Pepper Potts, Thank you. No.
Tony, Am I making you uncomfortable?
Pepper Potts, No. No. I always forget to wear deodorant and dance with my boss in front of everyone that I work with in a dress with no back.
Tony, You look great and you smell great.
Pepper Potts," Oh, God."
Tony, But I could fire you if that would take the edge off.
Pepper Potts, I actually don't think that you could tie your shoes without me.
Tony, I'd make it a week. Sure.
Pepper Potts, Really? What's your Social Security number?
Tony, Five.
Pepper Potts, Five?
Tony, Right.
Pepper Potts, Right. You're missing just a couple of digits there.
Tony," The other eight? So, I got you for the other eight. How about a little air?"
Pepper Potts," Yes, I need some air. That was totally weird."
Tony, Totally harmless.
Pepper Potts," It was totally not harmless, by the way."
Tony, We're dancing. No one's even watching.
Pepper Potts," Everybody who I work with... No, you know why?"
Tony, I think you lost objectivity. I think they just... People... We just danced.
Pepper Potts," No, it was not just a dance. You don't understand because you're you. And everybody knows exactly who you are and how you are with girls and all of that, which is completely fine. But, you know, then me, you're my boss, and I'm dancing with you."
